"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"23 de out. de 2012","2,6319","2,6441","2,6468","2,6245","","-0,46%"
"22 de out. de 2012","2,6441","2,6392","2,6513","2,6370","","0,15%"
"19 de out. de 2012","2,6402","2,6472","2,6509","2,6371","","-0,28%"
"18 de out. de 2012","2,6476","2,6636","2,6682","2,6444","","-0,65%"
"17 de out. de 2012","2,6650","2,6630","2,6719","2,6602","","0,10%"
"16 de out. de 2012","2,6623","2,6351","2,6627","2,6339","","0,99%"
"15 de out. de 2012","2,6361","2,6470","2,6535","2,6267","","-0,45%"
"12 de out. de 2012","2,6479","2,6399","2,6543","2,6383","","0,28%"
"11 de out. de 2012","2,6406","2,6262","2,6423","2,6187","","0,50%"
"10 de out. de 2012","2,6275","2,6188","2,6346","2,6098","","0,32%"
"09 de out. de 2012","2,6192","2,6337","2,6385","2,6140","","-0,58%"
"08 de out. de 2012","2,6346","2,6451","2,6472","2,6272","","-0,48%"
"05 de out. de 2012","2,6472","2,6275","2,6516","2,6224","","0,70%"
"04 de out. de 2012","2,6287","2,6087","2,6327","2,6083","","0,70%"
"03 de out. de 2012","2,6104","2,6186","2,6220","2,6061","","-0,37%"
"02 de out. de 2012","2,6200","2,6107","2,6279","2,6084","","0,33%"
"01 de out. de 2012","2,6115","2,6054","2,6229","2,5965","","0,12%"
"28 de set. de 2012","2,6084","2,6204","2,6318","2,5980","","-0,51%"
"27 de set. de 2012","2,6219","2,6203","2,6276","2,6044","","0,05%"
"26 de set. de 2012","2,6206","2,6199","2,6231","2,6041","","0,00%"
"25 de set. de 2012","2,6205","2,6197","2,6276","2,6106","","0,02%"
"24 de set. de 2012","2,6200","2,6246","2,6261","2,6084","","-0,22%"
"21 de set. de 2012","2,6258","2,6194","2,6409","2,6172","","0,18%"
"20 de set. de 2012","2,6210","2,6402","2,6444","2,6164","","-0,78%"
"19 de set. de 2012","2,6416","2,6385","2,6478","2,6267","","0,11%"
"18 de set. de 2012","2,6388","2,6648","2,6665","2,6327","","-1,05%"
"17 de set. de 2012","2,6669","2,6403","2,6737","2,6331","","0,97%"
"14 de set. de 2012","2,6413","2,6239","2,6556","2,6225","","0,64%"
"13 de set. de 2012","2,6246","2,6135","2,6296","2,6019","","0,37%"
"12 de set. de 2012","2,6148","2,5906","2,6174","2,5835","","0,88%"
"11 de set. de 2012","2,5919","2,5800","2,6100","2,5770","","0,47%"
"10 de set. de 2012","2,5798","2,5967","2,5975","2,5773","","-0,77%"
"07 de set. de 2012","2,5999","2,5606","2,5999","2,5596","","1,48%"
"06 de set. de 2012","2,5620","2,5695","2,5805","2,5599","","-0,32%"
"05 de set. de 2012","2,5703","2,5659","2,5764","2,5499","","0,13%"
"04 de set. de 2012","2,5670","2,5579","2,5700","2,5480","","0,27%"
"03 de set. de 2012","2,5600","2,5531","2,5659","2,5471","","0,22%"
"31 de ago. de 2012","2,5543","2,5611","2,5856","2,5465","","-0,32%"
"30 de ago. de 2012","2,5625","2,5685","2,5811","2,5541","","-0,25%"
"29 de ago. de 2012","2,5690","2,5672","2,5782","2,5606","","0,03%"
"28 de ago. de 2012","2,5683","2,5416","2,5784","2,5344","","1,01%"
"27 de ago. de 2012","2,5427","2,5319","2,5437","2,5281","","0,35%"
"24 de ago. de 2012","2,5339","2,5413","2,5474","2,5294","","-0,34%"
"23 de ago. de 2012","2,5425","2,5251","2,5517","2,5239","","0,69%"
"22 de ago. de 2012","2,5252","2,5135","2,5318","2,5070","","0,45%"
"21 de ago. de 2012","2,5139","2,4892","2,5236","2,4886","","0,95%"
"20 de ago. de 2012","2,4903","2,4871","2,4949","2,4775","","0,16%"
"17 de ago. de 2012","2,4864","2,4944","2,4989","2,4787","","-0,32%"
"16 de ago. de 2012","2,4944","2,4853","2,5006","2,4773","","0,31%"
"15 de ago. de 2012","2,4867","2,4960","2,5019","2,4792","","-0,40%"
"14 de ago. de 2012","2,4967","2,4912","2,5034","2,4897","","0,18%"
"13 de ago. de 2012","2,4923","2,4753","2,5088","2,4698","","0,61%"
"10 de ago. de 2012","2,4773","2,4809","2,4849","2,4692","","-0,17%"
"09 de ago. de 2012","2,4816","2,4980","2,5030","2,4744","","-0,66%"
"08 de ago. de 2012","2,4982","2,5140","2,5159","2,4947","","-0,64%"
"07 de ago. de 2012","2,5144","2,5171","2,5254","2,5109","","-0,14%"
"06 de ago. de 2012","2,5180","2,5149","2,5249","2,5035","","0,17%"
"03 de ago. de 2012","2,5137","2,4947","2,5191","2,4912","","0,72%"
"02 de ago. de 2012","2,4958","2,4995","2,5224","2,4851","","-0,17%"
"01 de ago. de 2012","2,5000","2,5278","2,5365","2,4959","","-1,18%"
"31 de jul. de 2012","2,5298","2,5016","2,5312","2,4994","","1,09%"
"30 de jul. de 2012","2,5024","2,4873","2,5041","2,4747","","0,45%"
"27 de jul. de 2012","2,4912","2,4815","2,5043","2,4727","","0,35%"
"26 de jul. de 2012","2,4825","2,4720","2,4973","2,4620","","0,41%"
"25 de jul. de 2012","2,4723","2,4683","2,4914","2,4659","","0,14%"
"24 de jul. de 2012","2,4688","2,4685","2,4745","2,4607","","-0,09%"
"23 de jul. de 2012","2,4711","2,4522","2,4782","2,4441","","0,46%"
"20 de jul. de 2012","2,4598","2,4695","2,4710","2,4517","","-0,42%"
"19 de jul. de 2012","2,4701","2,4818","2,4913","2,4658","","-0,54%"
"18 de jul. de 2012","2,4835","2,4822","2,4881","2,4671","","-0,01%"
"17 de jul. de 2012","2,4838","2,4957","2,5061","2,4782","","-0,51%"
"16 de jul. de 2012","2,4966","2,5020","2,5053","2,4797","","0,04%"
"13 de jul. de 2012","2,4956","2,4844","2,4984","2,4699","","0,40%"
"12 de jul. de 2012","2,4856","2,4888","2,5020","2,4766","","-0,18%"
"11 de jul. de 2012","2,4902","2,4892","2,5016","2,4831","","-0,04%"
"10 de jul. de 2012","2,4913","2,5011","2,5057","2,4865","","-0,49%"
"09 de jul. de 2012","2,5035","2,4881","2,5051","2,4851","","0,45%"
"06 de jul. de 2012","2,4922","2,5018","2,5144","2,4861","","-0,41%"
"05 de jul. de 2012","2,5025","2,5380","2,5411","2,4914","","-1,48%"
"04 de jul. de 2012","2,5400","2,5402","2,5533","2,5217","","-0,04%"
"03 de jul. de 2012","2,5411","2,4967","2,5455","2,4849","","1,73%"
"02 de jul. de 2012","2,4980","2,5450","2,5458","2,4952","","-1,81%"
"29 de jun. de 2012","2,5440","2,5823","2,6220","2,5360","","-1,51%"
"28 de jun. de 2012","2,5829","2,5882","2,6100","2,5749","","-0,26%"
"27 de jun. de 2012","2,5896","2,5884","2,6126","2,5819","","0,03%"
"26 de jun. de 2012","2,5887","2,5763","2,5956","2,5684","","0,43%"
"25 de jun. de 2012","2,5775","2,5937","2,5958","2,5759","","-0,82%"
"22 de jun. de 2012","2,5988","2,5880","2,6007","2,5702","","0,43%"
"21 de jun. de 2012","2,5877","2,5725","2,5887","2,5597","","0,56%"
"20 de jun. de 2012","2,5734","2,5723","2,5848","2,5671","","0,02%"
"19 de jun. de 2012","2,5728","2,5941","2,6042","2,5698","","-0,91%"
"18 de jun. de 2012","2,5965","2,6055","2,6123","2,5787","","0,30%"
"15 de jun. de 2012","2,5888","2,5964","2,6012","2,5711","","-0,37%"
"14 de jun. de 2012","2,5984","2,6026","2,6159","2,5854","","-0,17%"
"13 de jun. de 2012","2,6027","2,5855","2,6073","2,5699","","0,57%"
"12 de jun. de 2012","2,5880","2,5741","2,5896","2,5553","","0,47%"
"11 de jun. de 2012","2,5759","2,5575","2,5790","2,5282","","1,81%"
"08 de jun. de 2012","2,5302","2,5520","2,5556","2,5210","","-0,89%"
"07 de jun. de 2012","2,5530","2,5563","2,5678","2,5483","","-0,10%"
"06 de jun. de 2012","2,5556","2,5201","2,5588","2,5103","","1,34%"
"05 de jun. de 2012","2,5217","2,5685","2,5795","2,5070","","-1,86%"
"04 de jun. de 2012","2,5696","2,5357","2,5745","2,5261","","1,30%"
"01 de jun. de 2012","2,5367","2,4991","2,5495","2,4883","","1,48%"
"31 de mai. de 2012","2,4997","2,4924","2,5125","2,4837","","0,24%"
"30 de mai. de 2012","2,4938","2,4870","2,5010","2,4747","","0,29%"
"29 de mai. de 2012","2,4867","2,4867","2,5029","2,4757","","-0,03%"
"28 de mai. de 2012","2,4874","2,4935","2,5057","2,4730","","0,13%"
"25 de mai. de 2012","2,4841","2,5429","2,5564","2,4809","","-2,31%"
"24 de mai. de 2012","2,5428","2,5561","2,5841","2,5350","","-0,51%"
"23 de mai. de 2012","2,5559","2,6517","2,6676","2,5502","","-3,57%"
"22 de mai. de 2012","2,6505","2,6152","2,6534","2,5990","","1,32%"
"21 de mai. de 2012","2,6160","2,5850","2,6266","2,5746","","1,12%"
"18 de mai. de 2012","2,5870","2,5478","2,6201","2,5338","","1,44%"
"17 de mai. de 2012","2,5503","2,5424","2,5560","2,5299","","0,26%"
"16 de mai. de 2012","2,5438","2,5475","2,5560","2,5315","","-0,19%"
"15 de mai. de 2012","2,5486","2,5577","2,5673","2,5391","","-0,41%"
"14 de mai. de 2012","2,5590","2,5318","2,5747","2,5274","","0,77%"
"11 de mai. de 2012","2,5395","2,5246","2,5435","2,5074","","0,53%"
"10 de mai. de 2012","2,5261","2,5485","2,5568","2,5164","","-0,92%"
"09 de mai. de 2012","2,5496","2,5158","2,5523","2,5089","","1,09%"
"08 de mai. de 2012","2,5221","2,5066","2,5275","2,4958","","0,65%"
"07 de mai. de 2012","2,5057","2,5100","2,5226","2,4958","","-0,64%"
"04 de mai. de 2012","2,5218","2,5093","2,5310","2,5022","","0,47%"
"03 de mai. de 2012","2,5099","2,5298","2,5415","2,5064","","-0,84%"
"02 de mai. de 2012","2,5312","2,5197","2,5419","2,5032","","0,39%"
"01 de mai. de 2012","2,5213","2,5210","2,5307","2,5140","","-0,25%"
"30 de abr. de 2012","2,5275","2,4959","2,5318","2,4879","","1,10%"
"27 de abr. de 2012","2,4999","2,4859","2,5030","2,4797","","0,38%"
"26 de abr. de 2012","2,4905","2,4828","2,5015","2,4805","","0,25%"
"25 de abr. de 2012","2,4844","2,4826","2,4921","2,4747","","0,04%"
"24 de abr. de 2012","2,4835","2,4732","2,4844","2,4667","","0,43%"
"23 de abr. de 2012","2,4729","2,4687","2,4816","2,4562","","-0,13%"
"20 de abr. de 2012","2,4760","2,4692","2,4897","2,4577","","0,21%"
"19 de abr. de 2012","2,4708","2,4642","2,4872","2,4547","","0,22%"
"18 de abr. de 2012","2,4653","2,4421","2,4703","2,4283","","0,90%"
"17 de abr. de 2012","2,4433","2,4253","2,4450","2,4144","","0,63%"
"16 de abr. de 2012","2,4279","2,3995","2,4307","2,3863","","1,05%"
"13 de abr. de 2012","2,4026","2,4079","2,4129","2,3987","","-0,27%"
"12 de abr. de 2012","2,4092","2,4054","2,4278","2,4012","","0,10%"
"11 de abr. de 2012","2,4068","2,3976","2,4136","2,3945","","0,33%"
"10 de abr. de 2012","2,3988","2,3807","2,4025","2,3712","","0,72%"
"09 de abr. de 2012","2,3817","2,3856","2,3950","2,3731","","-0,15%"
"06 de abr. de 2012","2,3853","2,3787","2,3886","2,3765","","0,24%"
"05 de abr. de 2012","2,3796","2,3987","2,4037","2,3780","","-0,85%"
"04 de abr. de 2012","2,4001","2,4141","2,4168","2,3960","","-0,65%"
"03 de abr. de 2012","2,4158","2,4399","2,4513","2,4115","","-1,05%"
"02 de abr. de 2012","2,4415","2,4386","2,4446","2,4283","","0,18%"
"30 de mar. de 2012","2,4372","2,4225","2,4432","2,4168","","0,55%"
"29 de mar. de 2012","2,4239","2,4263","2,4375","2,4169","","-0,14%"
"28 de mar. de 2012","2,4272","2,4251","2,4383","2,4119","","0,02%"
"27 de mar. de 2012","2,4268","2,4260","2,4343","2,4108","","-0,05%"
"26 de mar. de 2012","2,4280","2,4011","2,4299","2,3865","","1,03%"
"23 de mar. de 2012","2,4032","2,4000","2,4216","2,3971","","0,06%"
"22 de mar. de 2012","2,4018","2,4073","2,4175","2,3890","","-0,28%"
"21 de mar. de 2012","2,4086","2,3983","2,4185","2,3976","","0,40%"
"20 de mar. de 2012","2,3990","2,4102","2,4223","2,3952","","-0,51%"
"19 de mar. de 2012","2,4114","2,3726","2,4133","2,3656","","1,67%"
"16 de mar. de 2012","2,3719","2,3524","2,3788","2,3463","","0,77%"
"15 de mar. de 2012","2,3537","2,3516","2,3691","2,3300","","0,06%"
"14 de mar. de 2012","2,3522","2,3430","2,3769","2,3344","","0,29%"
"13 de mar. de 2012","2,3453","2,3640","2,3862","2,3383","","-0,90%"
"12 de mar. de 2012","2,3666","2,3472","2,4111","2,3413","","0,71%"
"09 de mar. de 2012","2,3500","2,3377","2,3549","2,3228","","0,51%"
"08 de mar. de 2012","2,3380","2,3212","2,3599","2,3210","","0,64%"
"07 de mar. de 2012","2,3232","2,3049","2,3295","2,3026","","0,76%"
"06 de mar. de 2012","2,3056","2,2984","2,3167","2,2826","","0,31%"
"05 de mar. de 2012","2,2985","2,2820","2,3031","2,2764","","0,60%"
"02 de mar. de 2012","2,2848","2,2803","2,2914","2,2669","","0,14%"
"01 de mar. de 2012","2,2816","2,2854","2,3025","2,2753","","-0,32%"
"29 de fev. de 2012","2,2889","2,2817","2,3052","2,2672","","0,28%"
"28 de fev. de 2012","2,2825","2,2878","2,2996","2,2780","","-0,25%"
"27 de fev. de 2012","2,2883","2,3008","2,3045","2,2797","","-0,53%"
"24 de fev. de 2012","2,3005","2,2909","2,3027","2,2852","","0,38%"
"23 de fev. de 2012","2,2917","2,2598","2,2919","2,2548","","1,40%"
"22 de fev. de 2012","2,2600","2,2723","2,2777","2,2560","","-0,61%"
"21 de fev. de 2012","2,2738","2,2741","2,2832","2,2638","","-0,04%"
"20 de fev. de 2012","2,2748","2,2638","2,2809","2,2618","","0,85%"
"17 de fev. de 2012","2,2557","2,2536","2,2622","2,2456","","0,04%"
"16 de fev. de 2012","2,2548","2,2585","2,2610","2,2415","","-0,20%"
"15 de fev. de 2012","2,2594","2,2588","2,2724","2,2416","","0,07%"
"14 de fev. de 2012","2,2578","2,2637","2,2685","2,2514","","-0,31%"
"13 de fev. de 2012","2,2648","2,2723","2,2870","2,2618","","-0,15%"
"10 de fev. de 2012","2,2683","2,2792","2,2895","2,2644","","-0,53%"
"09 de fev. de 2012","2,2805","2,2821","2,2964","2,2742","","-0,07%"
"08 de fev. de 2012","2,2822","2,2883","2,2942","2,2699","","-0,31%"
"07 de fev. de 2012","2,2894","2,2673","2,2900","2,2590","","1,02%"
"06 de fev. de 2012","2,2663","2,2498","2,2689","2,2356","","0,47%"
"03 de fev. de 2012","2,2557","2,2597","2,2740","2,2468","","-0,22%"
"02 de fev. de 2012","2,2607","2,2809","2,2879","2,2566","","-0,89%"
"01 de fev. de 2012","2,2809","2,2879","2,2972","2,2764","","-0,17%"
"31 de jan. de 2012","2,2847","2,2953","2,3106","2,2782","","-0,51%"
"30 de jan. de 2012","2,2964","2,2971","2,3040","2,2773","","-0,09%"
"27 de jan. de 2012","2,2984","2,2932","2,3046","2,2817","","0,22%"
"26 de jan. de 2012","2,2934","2,3060","2,3193","2,2745","","-0,62%"
"25 de jan. de 2012","2,3078","2,2901","2,3101","2,2754","","0,78%"
"24 de jan. de 2012","2,2900","2,2836","2,2977","2,2781","","0,13%"
"23 de jan. de 2012","2,2871","2,2578","2,2908","2,2576","","0,77%"
"20 de jan. de 2012","2,2696","2,2885","2,2929","2,2657","","-0,82%"
"19 de jan. de 2012","2,2883","2,2708","2,2942","2,2673","","0,83%"
"18 de jan. de 2012","2,2695","2,2764","2,2961","2,2627","","-0,36%"
"17 de jan. de 2012","2,2777","2,2608","2,2867","2,2534","","0,71%"
"16 de jan. de 2012","2,2617","2,2549","2,2662","2,2526","","-0,02%"
"13 de jan. de 2012","2,2622","2,2791","2,2899","2,2580","","-0,80%"
"12 de jan. de 2012","2,2805","2,2904","2,3029","2,2734","","-0,46%"
"11 de jan. de 2012","2,2910","2,2979","2,3084","2,2811","","-0,34%"
"10 de jan. de 2012","2,2989","2,3393","2,3472","2,2948","","-1,74%"
"09 de jan. de 2012","2,3396","2,3572","2,3754","2,3342","","-1,01%"
"06 de jan. de 2012","2,3634","2,3569","2,3653","2,3408","","0,28%"
"05 de jan. de 2012","2,3568","2,3707","2,3745","2,3455","","-0,62%"
"04 de jan. de 2012","2,3716","2,3876","2,3928","2,3502","","-0,71%"
"03 de jan. de 2012","2,3885","2,4195","2,4434","2,3863","","-1,26%"
"02 de jan. de 2012","2,4191","2,4100","2,4232","2,3998","","0,33%"
"30 de dez. de 2011","2,4112","2,4173","2,4219","2,4065","","-0,28%"
"29 de dez. de 2011","2,4179","2,4245","2,4316","2,4081","","-0,26%"
"28 de dez. de 2011","2,4243","2,4320","2,4429","2,4208","","-0,34%"
"27 de dez. de 2011","2,4326","2,4228","2,4367","2,4193","","0,39%"
"26 de dez. de 2011","2,4232","2,4197","2,4321","2,4171","","0,04%"
"23 de dez. de 2011","2,4223","2,4215","2,4306","2,4134","","0,00%"
"22 de dez. de 2011","2,4223","2,4266","2,4413","2,4127","","-0,20%"
"21 de dez. de 2011","2,4272","2,4124","2,4350","2,4095","","0,57%"
"20 de dez. de 2011","2,4135","2,4284","2,4447","2,4055","","-0,61%"
"19 de dez. de 2011","2,4283","2,4147","2,4362","2,4032","","0,58%"
"16 de dez. de 2011","2,4143","2,4208","2,4268","2,4005","","-0,27%"
"15 de dez. de 2011","2,4209","2,4393","2,4510","2,4130","","-0,76%"
"14 de dez. de 2011","2,4395","2,4289","2,4462","2,4209","","0,35%"
"13 de dez. de 2011","2,4310","2,4309","2,4437","2,4157","","-0,03%"
"12 de dez. de 2011","2,4318","2,4051","2,4356","2,3822","","1,10%"
"09 de dez. de 2011","2,4053","2,4301","2,4459","2,4011","","-1,07%"
"08 de dez. de 2011","2,4312","2,4126","2,4371","2,3862","","0,77%"
"07 de dez. de 2011","2,4127","2,3998","2,4163","2,3935","","0,49%"
"06 de dez. de 2011","2,4009","2,3902","2,4101","2,3800","","0,32%"
"05 de dez. de 2011","2,3932","2,4058","2,4113","2,3875","","-0,31%"
"02 de dez. de 2011","2,4007","2,4218","2,4289","2,3895","","-0,92%"
"01 de dez. de 2011","2,4231","2,4293","2,4436","2,4026","","-0,30%"
"30 de nov. de 2011","2,4303","2,4560","2,4647","2,4187","","-1,16%"
"29 de nov. de 2011","2,4587","2,4679","2,4932","2,4523","","-0,39%"
"28 de nov. de 2011","2,4684","2,5182","2,5344","2,4631","","-1,43%"
"25 de nov. de 2011","2,5042","2,5324","2,5374","2,4875","","-1,17%"
"24 de nov. de 2011","2,5338","2,4907","2,5405","2,4750","","1,75%"
"23 de nov. de 2011","2,4902","2,4556","2,4996","2,4296","","1,33%"
"22 de nov. de 2011","2,4575","2,4390","2,4689","2,4307","","0,69%"
"21 de nov. de 2011","2,4406","2,4116","2,4535","2,3990","","1,13%"
"18 de nov. de 2011","2,4134","2,3930","2,4207","2,3901","","0,82%"
"17 de nov. de 2011","2,3938","2,3810","2,4084","2,3739","","0,50%"
"16 de nov. de 2011","2,3819","2,3968","2,4040","2,3777","","-0,70%"
"15 de nov. de 2011","2,3986","2,4079","2,4118","2,3867","","-0,41%"
"14 de nov. de 2011","2,4085","2,4049","2,4222","2,3826","","0,51%"
"11 de nov. de 2011","2,3963","2,3946","2,4116","2,3904","","-0,03%"
"10 de nov. de 2011","2,3970","2,4095","2,4253","2,3871","","-0,59%"
"09 de nov. de 2011","2,4113","2,3959","2,4151","2,3647","","0,59%"
"08 de nov. de 2011","2,3971","2,4050","2,4152","2,3938","","-0,33%"
"07 de nov. de 2011","2,4050","2,4241","2,4253","2,3969","","-0,53%"
"04 de nov. de 2011","2,4177","2,3975","2,4204","2,3860","","0,76%"
"03 de nov. de 2011","2,3994","2,3860","2,4122","2,3562","","0,54%"
"02 de nov. de 2011","2,3864","2,3890","2,4084","2,3785","","-0,15%"
"01 de nov. de 2011","2,3899","2,3785","2,4045","2,3465","","0,42%"
"31 de out. de 2011","2,3798","2,3655","2,3809","2,3363","","0,57%"
"28 de out. de 2011","2,3664","2,4234","2,4280","2,3649","","-2,42%"
"27 de out. de 2011","2,4251","2,4403","2,4688","2,4170","","-0,92%"
"26 de out. de 2011","2,4476","2,4556","2,4649","2,4322","","-0,32%"
"25 de out. de 2011","2,4554","2,4378","2,4619","2,4164","","0,71%"
"24 de out. de 2011","2,4381","2,4599","2,4773","2,4319","","-1,14%"
"21 de out. de 2011","2,4662","2,4526","2,4768","2,4401","","0,50%"
"20 de out. de 2011","2,4539","2,4379","2,4743","2,4235","","0,61%"
"19 de out. de 2011","2,4390","2,4068","2,4442","2,4041","","1,31%"
"18 de out. de 2011","2,4074","2,4345","2,4459","2,4040","","-1,22%"
"17 de out. de 2011","2,4372","2,4037","2,4406","2,3868","","1,41%"
"14 de out. de 2011","2,4033","2,4103","2,4200","2,3895","","-0,35%"
"13 de out. de 2011","2,4117","2,4456","2,4544","2,3918","","-1,45%"
"12 de out. de 2011","2,4472","2,4217","2,4556","2,4098","","1,04%"
"11 de out. de 2011","2,4221","2,4031","2,4228","2,3907","","0,74%"
"10 de out. de 2011","2,4044","2,3725","2,4155","2,3628","","1,45%"
"07 de out. de 2011","2,3701","2,3902","2,4016","2,3595","","-0,89%"
"06 de out. de 2011","2,3913","2,4452","2,4545","2,3857","","-2,18%"
"05 de out. de 2011","2,4447","2,4773","2,4814","2,4332","","-1,44%"
"04 de out. de 2011","2,4803","2,4943","2,5123","2,4738","","-0,51%"
"03 de out. de 2011","2,4931","2,5052","2,5377","2,4737","","-0,88%"
"30 de set. de 2011","2,5152","2,5020","2,5438","2,4779","","0,42%"
"29 de set. de 2011","2,5048","2,4845","2,5168","2,4786","","0,73%"
"28 de set. de 2011","2,4867","2,4509","2,4991","2,4420","","1,43%"
"27 de set. de 2011","2,4516","2,4646","2,4787","2,4341","","-0,60%"
"26 de set. de 2011","2,4665","2,4748","2,5057","2,4435","","-0,33%"
"23 de set. de 2011","2,4747","2,5610","2,5835","2,4599","","-3,42%"
"22 de set. de 2011","2,5623","2,5570","2,6159","2,3989","","0,20%"
"21 de set. de 2011","2,5572","2,4456","2,5665","2,4341","","4,48%"
"20 de set. de 2011","2,4475","2,4599","2,4690","2,4241","","-0,62%"
"19 de set. de 2011","2,4628","2,3679","2,4632","2,3613","","3,00%"
"16 de set. de 2011","2,3910","2,3664","2,3971","2,3473","","0,99%"
"15 de set. de 2011","2,3676","2,3545","2,3857","2,3477","","0,49%"
"14 de set. de 2011","2,3560","2,3388","2,3769","2,3230","","0,69%"
"13 de set. de 2011","2,3399","2,3278","2,3504","2,3089","","0,46%"
"12 de set. de 2011","2,3293","2,2684","2,3422","2,2570","","1,98%"
"09 de set. de 2011","2,2840","2,3029","2,3153","2,2823","","-0,88%"
"08 de set. de 2011","2,3042","2,3301","2,3316","2,2959","","-1,18%"
"07 de set. de 2011","2,3318","2,3150","2,3415","2,3147","","0,63%"
"06 de set. de 2011","2,3173","2,3182","2,3462","2,3056","","-0,06%"
"05 de set. de 2011","2,3186","2,3245","2,3451","2,3148","","-0,57%"
"02 de set. de 2011","2,3319","2,3089","2,3394","2,3008","","0,93%"
"01 de set. de 2011","2,3104","2,2838","2,3127","2,2648","","1,11%"
"31 de ago. de 2011","2,2851","2,3035","2,3167","2,2780","","-0,87%"
"30 de ago. de 2011","2,3051","2,3087","2,3127","2,2841","","-0,17%"
"29 de ago. de 2011","2,3090","2,3230","2,3324","2,3050","","-0,66%"
"26 de ago. de 2011","2,3243","2,3122","2,3309","2,3064","","0,43%"
"25 de ago. de 2011","2,3144","2,3255","2,3371","2,3016","","-0,50%"
"24 de ago. de 2011","2,3260","2,3036","2,3294","2,2950","","0,88%"
"23 de ago. de 2011","2,3057","2,3069","2,3320","2,3019","","-0,09%"
"22 de ago. de 2011","2,3078","2,2974","2,3125","2,2851","","0,20%"
"19 de ago. de 2011","2,3033","2,2896","2,3097","2,2798","","0,53%"
"18 de ago. de 2011","2,2912","2,2908","2,3069","2,2789","","-0,11%"
"17 de ago. de 2011","2,2938","2,2893","2,3056","2,2769","","0,12%"
"16 de ago. de 2011","2,2910","2,2963","2,3029","2,2794","","-0,26%"
"15 de ago. de 2011","2,2970","2,2963","2,3097","2,2910","","0,06%"
"12 de ago. de 2011","2,2956","2,3164","2,3242","2,2824","","-0,97%"
"11 de ago. de 2011","2,3180","2,2976","2,3277","2,2910","","0,73%"
"10 de ago. de 2011","2,3011","2,2865","2,3129","2,2731","","0,75%"
"09 de ago. de 2011","2,2840","2,3042","2,3578","2,2745","","-0,95%"
"08 de ago. de 2011","2,3059","2,2661","2,3073","2,2434","","2,45%"
"05 de ago. de 2011","2,2507","2,2369","2,2721","2,2301","","0,54%"
"04 de ago. de 2011","2,2386","2,2378","2,2450","2,2183","","0,04%"
"03 de ago. de 2011","2,2377","2,2203","2,2463","2,2139","","0,68%"
"02 de ago. de 2011","2,2226","2,2334","2,2377","2,2170","","-0,49%"
"01 de ago. de 2011","2,2336","2,2229","2,2390","2,2058","","0,17%"
"29 de jul. de 2011","2,2299","2,2443","2,2508","2,2256","","-0,70%"
"28 de jul. de 2011","2,2457","2,2340","2,2469","2,2162","","0,52%"
"27 de jul. de 2011","2,2341","2,2320","2,2695","2,2203","","0,07%"
"26 de jul. de 2011","2,2325","2,2135","2,2370","2,2102","","0,83%"
"25 de jul. de 2011","2,2142","2,2360","2,2385","2,2048","","-0,63%"
"22 de jul. de 2011","2,2283","2,2386","2,2422","2,2248","","-0,49%"
"21 de jul. de 2011","2,2393","2,2261","2,2423","2,2113","","0,61%"
"20 de jul. de 2011","2,2257","2,2156","2,2289","2,2085","","0,37%"
"19 de jul. de 2011","2,2174","2,2244","2,2391","2,2089","","-0,34%"
"18 de jul. de 2011","2,2250","2,2212","2,2315","2,2052","","-0,16%"
"15 de jul. de 2011","2,2285","2,2286","2,2378","2,2179","","-0,09%"
"14 de jul. de 2011","2,2306","2,2330","2,2492","2,2240","","0,05%"
"13 de jul. de 2011","2,2294","2,2084","2,2353","2,2014","","0,96%"
"12 de jul. de 2011","2,2083","2,2146","2,2203","2,1816","","-0,43%"
"11 de jul. de 2011","2,2178","2,2210","2,2284","2,1964","","-0,72%"
"08 de jul. de 2011","2,2338","2,2294","2,2403","2,2073","","-0,01%"
"07 de jul. de 2011","2,2340","2,2462","2,2519","2,2260","","-0,53%"
"06 de jul. de 2011","2,2459","2,2564","2,2645","2,2335","","-0,53%"
"05 de jul. de 2011","2,2578","2,2571","2,2666","2,2440","","0,00%"
"04 de jul. de 2011","2,2577","2,2636","2,2706","2,2542","","-0,19%"
"01 de jul. de 2011","2,2620","2,2639","2,2720","2,2505","","-0,19%"
"30 de jun. de 2011","2,2664","2,2615","2,2762","2,2546","","0,15%"
"29 de jun. de 2011","2,2631","2,2632","2,2783","2,2524","","-0,08%"
"28 de jun. de 2011","2,2649","2,2762","2,2839","2,2613","","-0,53%"
"27 de jun. de 2011","2,2769","2,2755","2,2828","2,2617","","-0,01%"
"24 de jun. de 2011","2,2771","2,2682","2,2812","2,2568","","0,34%"
"23 de jun. de 2011","2,2694","2,2802","2,2823","2,2457","","-0,57%"
"22 de jun. de 2011","2,2825","2,2832","2,2919","2,2748","","-0,14%"
"21 de jun. de 2011","2,2858","2,2828","2,2980","2,2822","","0,10%"
"20 de jun. de 2011","2,2835","2,2800","2,2927","2,2667","","-0,15%"
"17 de jun. de 2011","2,2869","2,2765","2,2918","2,2625","","0,43%"
"16 de jun. de 2011","2,2771","2,2653","2,2841","2,2497","","0,46%"
"15 de jun. de 2011","2,2667","2,2848","2,2881","2,2595","","-0,85%"
