"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"10 de jul. de 2019","4,2232","4,2596","4,2681","4,2203","133,71K","-0,82%"
"09 de jul. de 2019","4,2583","4,2697","4,2705","4,2568","70,49K","-0,22%"
"08 de jul. de 2019","4,2676","4,2895","4,2941","4,2606","99,93K","-0,50%"
"05 de jul. de 2019","4,2889","4,2895","4,3056","4,2732","128,83K","0,00%"
"04 de jul. de 2019","4,2888","4,3161","4,3233","4,2676","102,16K","-0,59%"
"03 de jul. de 2019","4,3144","4,3397","4,3720","4,3032","145,17K","-0,61%"
"02 de jul. de 2019","4,3408","4,3342","4,3838","4,3123","151,93K","0,17%"
"01 de jul. de 2019","4,3336","4,3788","4,3809","4,3136","120,69K","-0,97%"
"28 de jun. de 2019","4,3760","4,3419","4,3796","4,3371","109,00K","0,79%"
"27 de jun. de 2019","4,3415","4,3709","4,4028","4,3397","118,70K","-0,63%"
"26 de jun. de 2019","4,3691","4,3719","4,3903","4,3520","121,60K","-0,07%"
"25 de jun. de 2019","4,3723","4,3605","4,3885","4,3495","124,21K","0,29%"
"24 de jun. de 2019","4,3595","4,3422","4,3696","4,3375","98,46K","0,45%"
"21 de jun. de 2019","4,3399","4,3350","4,3571","4,3176","123,20K","0,13%"
"20 de jun. de 2019","4,3342","4,3097","4,3451","4,3092","75,52K","0,60%"
"19 de jun. de 2019","4,3084","4,3216","4,3563","4,3088","118,92K","-0,26%"
"18 de jun. de 2019","4,3198","4,3619","4,3723","4,3076","119,20K","-0,95%"
"17 de jun. de 2019","4,3613","4,3702","4,4035","4,3594","114,53K","-0,12%"
"14 de jun. de 2019","4,3664","4,3423","4,3888","4,3310","141,34K","0,63%"
"13 de jun. de 2019","4,3392","4,3660","4,3719","4,3218","136,05K","-0,55%"
"12 de jun. de 2019","4,3634","4,3686","4,3753","4,3306","140,71K","-0,14%"
"11 de jun. de 2019","4,3695","4,3970","4,4041","4,3535","131,22K","-0,62%"
"10 de jun. de 2019","4,3967","4,3910","4,4065","4,3742","118,35K","0,07%"
"07 de jun. de 2019","4,3935","4,3747","4,4009","4,3589","134,13K","0,45%"
"06 de jun. de 2019","4,3737","4,3551","4,3842","4,3495","165,84K","0,45%"
"05 de jun. de 2019","4,3539","4,3406","4,3815","4,3299","169,87K","0,40%"
"04 de jun. de 2019","4,3364","4,3682","4,3822","4,3302","160,04K","-0,70%"
"03 de jun. de 2019","4,3669","4,3815","4,4001","4,3580","168,60K","-0,41%"
"31 de mai. de 2019","4,3850","4,4335","4,4588","4,3570","205,56K","-1,05%"
"30 de mai. de 2019","4,4315","4,4239","4,4444","4,3999","162,22K","0,19%"
"29 de mai. de 2019","4,4229","4,4917","4,5067","4,4163","175,32K","-1,52%"
"28 de mai. de 2019","4,4911","4,5267","4,5378","4,4795","171,65K","-0,73%"
"27 de mai. de 2019","4,5243","4,5037","4,5281","4,4827","105,20K","0,44%"
"24 de mai. de 2019","4,5047","4,5177","4,5318","4,4928","151,31K","-0,25%"
"23 de mai. de 2019","4,5160","4,5058","4,5316","4,4936","173,86K","0,24%"
"22 de mai. de 2019","4,5054","4,5104","4,5271","4,4743","164,20K","-0,02%"
"21 de mai. de 2019","4,5064","4,5763","4,5908","4,5013","169,96K","-1,49%"
"20 de mai. de 2019","4,5747","4,5740","4,6049","4,5511","162,98K","0,02%"
"17 de mai. de 2019","4,5740","4,5223","4,5928","4,5165","181,47K","1,17%"
"16 de mai. de 2019","4,5210","4,4823","4,5304","4,4735","161,45K","0,89%"
"15 de mai. de 2019","4,4813","4,4584","4,5006","4,4461","172,13K","0,56%"
"14 de mai. de 2019","4,4565","4,4823","4,4915","4,4447","154,68K","-0,54%"
"13 de mai. de 2019","4,4808","4,4483","4,5057","4,4409","163,97K","0,82%"
"10 de mai. de 2019","4,4444","4,4269","4,4717","4,4110","185,91K","0,43%"
"09 de mai. de 2019","4,4254","4,3969","4,4728","4,3881","184,74K","0,68%"
"08 de mai. de 2019","4,3957","4,4440","4,4742","4,3921","182,02K","-1,05%"
"07 de mai. de 2019","4,4424","4,4454","4,4749","4,4340","186,72K","-0,04%"
"06 de mai. de 2019","4,4440","4,4124","4,4500","4,3950","148,33K","0,76%"
"03 de mai. de 2019","4,4103","4,4311","4,4370","4,3955","160,99K","-0,48%"
"02 de mai. de 2019","4,4316","4,3916","4,4428","4,3865","160,22K","1,01%"
"01 de mai. de 2019","4,3875","4,3979","4,4167","4,3857","79,76K","-0,20%"
"30 de abr. de 2019","4,3964","4,4104","4,4406","4,3891","163,21K","-0,27%"
"29 de abr. de 2019","4,4085","4,3819","4,4132","4,3738","128,50K","0,66%"
"26 de abr. de 2019","4,3798","4,4014","4,4226","4,3731","172,57K","-0,45%"
"25 de abr. de 2019","4,3997","4,4560","4,4587","4,3928","188,28K","-1,18%"
"24 de abr. de 2019","4,4521","4,4032","4,4612","4,3875","211,56K","1,18%"
"23 de abr. de 2019","4,4003","4,4324","4,4391","4,3892","178,49K","-0,68%"
"22 de abr. de 2019","4,4304","4,4163","4,4352","4,4035","113,50K","0,34%"
"19 de abr. de 2019","4,4152","4,4107","4,4198","4,4097","89,84K","0,15%"
"18 de abr. de 2019","4,4086","4,4490","4,4530","4,3837","180,73K","-0,86%"
"17 de abr. de 2019","4,4468","4,4041","4,4608","4,3916","187,12K","1,00%"
"16 de abr. de 2019","4,4027","4,3771","4,4131","4,3672","166,99K","0,56%"
"15 de abr. de 2019","4,3781","4,3865","4,4012","4,3619","149,78K","-0,18%"
"12 de abr. de 2019","4,3858","4,3419","4,4148","4,3408","195,47K","1,08%"
"11 de abr. de 2019","4,3391","4,3120","4,3491","4,3082","177,02K","0,64%"
"10 de abr. de 2019","4,3116","4,3372","4,3495","4,2979","173,41K","-0,56%"
"09 de abr. de 2019","4,3360","4,3349","4,3600","4,3313","185,50K","0,06%"
"08 de abr. de 2019","4,3336","4,3438","4,3692","4,3262","148,28K","-0,22%"
"05 de abr. de 2019","4,3432","4,3300","4,3509","4,3168","192,30K","0,32%"
"04 de abr. de 2019","4,3295","4,3488","4,3596","4,3165","197,14K","-0,40%"
"03 de abr. de 2019","4,3469","4,3205","4,3635","4,3068","198,65K","0,70%"
"02 de abr. de 2019","4,3167","4,3190","4,3422","4,3102","208,09K","-0,03%"
"01 de abr. de 2019","4,3182","4,4008","4,4137","4,3159","170,54K","-1,89%"
"29 de mar. de 2019","4,4013","4,3809","4,4138","4,3433","228,04K","0,50%"
"28 de mar. de 2019","4,3792","4,4917","4,5095","4,3762","247,87K","-2,45%"
"27 de mar. de 2019","4,4890","4,3691","4,5016","4,3601","258,11K","2,80%"
"26 de mar. de 2019","4,3669","4,3605","4,3807","4,3358","215,39K","0,19%"
"25 de mar. de 2019","4,3587","4,4217","4,4548","4,3473","194,78K","-1,32%"
"22 de mar. de 2019","4,4170","4,3145","4,4246","4,2813","256,07K","2,43%"
"21 de mar. de 2019","4,3124","4,3101","4,3572","4,2860","227,00K","0,10%"
"20 de mar. de 2019","4,3083","4,3011","4,3195","4,2751","213,38K","0,20%"
"19 de mar. de 2019","4,2996","4,2984","4,3146","4,2723","180,29K","0,04%"
"18 de mar. de 2019","4,2978","4,3170","4,3435","4,2894","147,67K","-0,46%"
"15 de mar. de 2019","4,3177","4,3456","4,3805","4,3086","206,57K","-0,57%"
"14 de mar. de 2019","4,3425","4,3204","4,3573","4,3081","229,44K","0,56%"
"13 de mar. de 2019","4,3182","4,3022","4,3372","4,2945","223,45K","0,37%"
"12 de mar. de 2019","4,3022","4,3202","4,3341","4,2874","240,01K","-0,38%"
"11 de mar. de 2019","4,3185","4,3461","4,3541","4,3064","196,37K","-0,64%"
"08 de mar. de 2019","4,3465","4,3327","4,3811","4,3232","217,08K","0,33%"
"07 de mar. de 2019","4,3324","4,3418","4,3765","4,3048","228,69K","-0,22%"
"06 de mar. de 2019","4,3419","4,2710","4,3492","4,2608","181,49K","1,70%"
"05 de mar. de 2019","4,2694","4,2810","4,2863","4,2626","140,88K","-0,28%"
"04 de mar. de 2019","4,2812","4,2948","4,3016","4,2699","110,30K","-0,32%"
"01 de mar. de 2019","4,2948","4,2700","4,3236","4,2585","226,92K","0,68%"
"28 de fev. de 2019","4,2657","4,2400","4,2836","4,2306","237,97K","0,62%"
"27 de fev. de 2019","4,2393","4,2698","4,2755","4,2299","217,98K","-0,79%"
"26 de fev. de 2019","4,2729","4,2649","4,2816","4,2496","212,33K","0,25%"
"25 de fev. de 2019","4,2621","4,2499","4,2640","4,2226","191,96K","0,24%"
"22 de fev. de 2019","4,2520","4,2733","4,2787","4,2275","217,83K","-0,50%"
"21 de fev. de 2019","4,2732","4,2260","4,2796","4,2172","232,79K","1,12%"
"20 de fev. de 2019","4,2260","4,2226","4,2415","4,1852","221,25K","0,09%"
"19 de fev. de 2019","4,2223","4,2248","4,2285","4,1942","196,69K","-0,06%"
"18 de fev. de 2019","4,2249","4,1778","4,2345","4,1763","147,87K","1,08%"
"15 de fev. de 2019","4,1797","4,2055","4,2118","4,1724","226,04K","-0,62%"
"14 de fev. de 2019","4,2057","4,2298","4,2843","4,1966","235,25K","-0,52%"
"13 de fev. de 2019","4,2278","4,2014","4,2462","4,1958","226,39K","0,62%"
"12 de fev. de 2019","4,2016","4,2385","4,2434","4,1952","217,32K","-0,84%"
"11 de fev. de 2019","4,2372","4,2243","4,2574","4,2120","183,70K","0,28%"
"08 de fev. de 2019","4,2254","4,2151","4,2457","4,1999","236,65K","0,19%"
"07 de fev. de 2019","4,2172","4,2019","4,2446","4,1903","246,64K","0,36%"
"06 de fev. de 2019","4,2020","4,1884","4,2318","4,1749","249,14K","0,31%"
"05 de fev. de 2019","4,1890","4,1971","4,2054","4,1790","241,66K","-0,19%"
"04 de fev. de 2019","4,1968","4,1927","4,2239","4,1827","189,95K","0,10%"
"01 de fev. de 2019","4,1925","4,1710","4,2229","4,1658","239,99K","0,51%"
"31 de jan. de 2019","4,1713","4,2300","4,2437","4,1630","258,19K","-1,38%"
"30 de jan. de 2019","4,2298","4,2530","4,2622","4,2219","256,22K","-0,55%"
"29 de jan. de 2019","4,2530","4,2993","4,3080","4,2466","243,36K","-1,06%"
"28 de jan. de 2019","4,2987","4,3000","4,3226","4,2817","225,18K","-0,06%"
"25 de jan. de 2019","4,3013","4,2658","4,3068","4,2624","169,55K","0,83%"
"24 de jan. de 2019","4,2661","4,2861","4,3045","4,2384","215,32K","-0,47%"
"23 de jan. de 2019","4,2864","4,3339","4,3408","4,2754","193,50K","-1,09%"
"22 de jan. de 2019","4,3337","4,2666","4,3383","4,2552","211,56K","1,53%"
"21 de jan. de 2019","4,2682","4,2656","4,2966","4,2622","166,97K","0,12%"
"18 de jan. de 2019","4,2630","4,2759","4,2881","4,2472","216,25K","-0,25%"
"17 de jan. de 2019","4,2735","4,2573","4,3027","4,2484","237,09K","0,33%"
"16 de jan. de 2019","4,2595","4,2434","4,2619","4,2233","","0,40%"
"15 de jan. de 2019","4,2425","4,2428","4,2595","4,2230","","-0,07%"
"14 de jan. de 2019","4,2453","4,2583","4,2831","4,2293","","-0,26%"
"11 de jan. de 2019","4,2565","4,2671","4,2921","4,2473","211,92K","-0,25%"
"10 de jan. de 2019","4,2671","4,2486","4,2870","4,2377","","0,44%"
"09 de jan. de 2019","4,2482","4,2491","4,2629","4,2173","","-0,01%"
"08 de jan. de 2019","4,2488","4,2866","4,2907","4,2352","6,64K","-0,89%"
"07 de jan. de 2019","4,2868","4,2321","4,2907","4,2226","5,20K","1,25%"
"04 de jan. de 2019","4,2339","4,2797","4,3000","4,2287","201,05K","-1,08%"
"03 de jan. de 2019","4,2801","4,2995","4,3239","4,2591","9,25K","-0,44%"
"02 de jan. de 2019","4,2992","4,4490","4,4622","4,2906","9,01K","-3,38%"
"01 de jan. de 2019","4,4494","4,4502","4,4825","4,4344","3,38K","-0,06%"
"31 de dez. de 2018","4,4520","4,4416","4,4520","4,4329","","0,24%"
"28 de dez. de 2018","4,4413","4,4280","4,4627","4,3900","","0,30%"
"27 de dez. de 2018","4,4278","4,4528","4,4961","4,4262","","-0,56%"
"26 de dez. de 2018","4,4526","4,4357","4,4886","4,4306","","0,37%"
"25 de dez. de 2018","4,4360","4,4504","4,4620","4,4352","","-0,32%"
"24 de dez. de 2018","4,4504","4,4394","4,4661","4,4317","","0,24%"
"21 de dez. de 2018","4,4398","4,3974","4,4402","4,3827","","0,95%"
"20 de dez. de 2018","4,3979","4,4347","4,4775","4,3826","","-0,82%"
"19 de dez. de 2018","4,4344","4,4449","4,4652","4,4097","","-0,24%"
"18 de dez. de 2018","4,4451","4,4246","4,4535","4,4203","","0,45%"
"17 de dez. de 2018","4,4250","4,4297","4,4564","4,3979","","-0,11%"
"14 de dez. de 2018","4,4300","4,4209","4,4320","4,3908","","0,19%"
"13 de dez. de 2018","4,4216","4,3834","4,4295","4,3800","","0,88%"
"12 de dez. de 2018","4,3831","4,4172","4,4265","4,3579","","-0,79%"
"11 de dez. de 2018","4,4182","4,4484","4,4651","4,4067","","-0,71%"
"10 de dez. de 2018","4,4496","4,4553","4,4892","4,4459","","0,08%"
"07 de dez. de 2018","4,4459","4,4120","4,4661","4,3909","","0,75%"
"06 de dez. de 2018","4,4129","4,3903","4,4918","4,3806","","0,55%"
"05 de dez. de 2018","4,3887","4,3700","4,4002","4,3529","","0,41%"
"04 de dez. de 2018","4,3708","4,3608","4,3868","4,3391","","0,19%"
"03 de dez. de 2018","4,3625","4,3770","4,4021","4,3250","","-0,31%"
"30 de nov. de 2018","4,3761","4,3895","4,4098","4,3582","","-0,30%"
"29 de nov. de 2018","4,3894","4,3790","4,4057","4,3607","","0,28%"
"28 de nov. de 2018","4,3773","4,3754","4,3870","4,3382","","0,06%"
"27 de nov. de 2018","4,3745","4,4626","4,4697","4,3618","","-2,01%"
"26 de nov. de 2018","4,4643","4,3434","4,4718","4,3369","","2,82%"
"23 de nov. de 2018","4,3418","4,3373","4,3445","4,3083","","0,04%"
"22 de nov. de 2018","4,3402","4,3244","4,3633","4,3221","","0,38%"
"21 de nov. de 2018","4,3236","4,2718","4,3327","4,2688","","1,20%"
"20 de nov. de 2018","4,2724","4,3023","4,3097","4,2671","","-0,71%"
"19 de nov. de 2018","4,3029","4,2712","4,3189","4,2660","","0,65%"
"16 de nov. de 2018","4,2751","4,2873","4,3026","4,2523","","-0,27%"
"15 de nov. de 2018","4,2868","4,2796","4,3004","4,2652","","0,16%"
"14 de nov. de 2018","4,2798","4,2938","4,3093","4,2561","","-0,34%"
"13 de nov. de 2018","4,2942","4,2268","4,3141","4,2178","","1,60%"
"12 de nov. de 2018","4,2264","4,2304","4,2380","4,1957","","-0,14%"
"09 de nov. de 2018","4,2323","4,2731","4,2835","4,2229","","-0,96%"
"08 de nov. de 2018","4,2732","4,2634","4,2947","4,2433","","0,22%"
"07 de nov. de 2018","4,2640","4,2987","4,3434","4,2630","","-0,80%"
"06 de nov. de 2018","4,2983","4,2508","4,3036","4,2440","","1,12%"
"05 de nov. de 2018","4,2505","4,2113","4,2608","4,2033","","0,97%"
"02 de nov. de 2018","4,2095","4,2253","4,2358","4,2039","","-0,40%"
"01 de nov. de 2018","4,2264","4,2111","4,2473","4,1978","","0,39%"
"31 de out. de 2018","4,2101","4,1944","4,2389","4,1809","","0,37%"
"30 de out. de 2018","4,1945","4,2277","4,2415","4,1806","","-0,81%"
"29 de out. de 2018","4,2287","4,1562","4,2341","4,0809","","1,77%"
"26 de out. de 2018","4,1551","4,2143","4,2299","4,1495","","-1,43%"
"25 de out. de 2018","4,2153","4,2557","4,2634","4,1819","","-0,93%"
"24 de out. de 2018","4,2550","4,2376","4,2724","4,1982","","0,39%"
"23 de out. de 2018","4,2385","4,2256","4,2665","4,2153","","0,30%"
"22 de out. de 2018","4,2260","4,2753","4,2920","4,2104","","-1,20%"
"19 de out. de 2018","4,2775","4,2626","4,2934","4,2295","","0,35%"
"18 de out. de 2018","4,2624","4,2407","4,2761","4,2213","","0,50%"
"17 de out. de 2018","4,2412","4,3114","4,3197","4,2203","","-1,64%"
"16 de out. de 2018","4,3117","4,3265","4,3341","4,2832","","-0,32%"
"15 de out. de 2018","4,3257","4,3724","4,3887","4,2983","","-1,11%"
"12 de out. de 2018","4,3742","4,3857","4,3924","4,3633","","-0,26%"
"11 de out. de 2018","4,3858","4,3281","4,3907","4,3029","","1,38%"
"10 de out. de 2018","4,3262","4,2703","4,3437","4,2664","","1,33%"
"09 de out. de 2018","4,2693","4,3424","4,3469","4,2550","","-1,69%"
"08 de out. de 2018","4,3429","4,4201","4,4262","4,2564","","-1,89%"
"05 de out. de 2018","4,4267","4,4617","4,4905","4,4193","","-0,78%"
"04 de out. de 2018","4,4613","4,4770","4,5274","4,4590","","-0,38%"
"03 de out. de 2018","4,4782","4,5511","4,5694","4,4067","","-1,61%"
"02 de out. de 2018","4,5515","4,6536","4,6543","4,5084","","-2,16%"
"01 de out. de 2018","4,6521","4,6997","4,7168","4,6311","","-1,03%"
"28 de set. de 2018","4,7006","4,6728","4,7093","4,6214","","0,61%"
"27 de set. de 2018","4,6723","4,7327","4,7403","4,6372","","-1,29%"
"26 de set. de 2018","4,7334","4,7962","4,8057","4,7194","","-1,34%"
"25 de set. de 2018","4,7979","4,8068","4,8783","4,7862","","-0,11%"
"24 de set. de 2018","4,8034","4,7598","4,8167","4,7485","","0,90%"
"21 de set. de 2018","4,7606","4,8012","4,8125","4,7285","","-0,85%"
"20 de set. de 2018","4,8014","4,8224","4,8600","4,7840","","-0,40%"
"19 de set. de 2018","4,8206","4,8560","4,8745","4,7868","","-0,75%"
"18 de set. de 2018","4,8570","4,8281","4,8610","4,8100","","0,60%"
"17 de set. de 2018","4,8281","4,8525","4,9073","4,8092","","-0,55%"
"14 de set. de 2018","4,8548","4,9181","4,9314","4,8361","","-1,31%"
"13 de set. de 2018","4,9192","4,8381","4,9211","4,8037","","1,67%"
"12 de set. de 2018","4,8384","4,8201","4,8458","4,7669","","0,36%"
"11 de set. de 2018","4,8209","4,7377","4,8429","4,7300","","1,75%"
"10 de set. de 2018","4,7381","4,6941","4,7868","4,6803","","1,02%"
"07 de set. de 2018","4,6901","4,7181","4,7299","4,6889","","-0,58%"
"06 de set. de 2018","4,7173","4,8205","4,8478","4,6914","","-2,15%"
"05 de set. de 2018","4,8210","4,8144","4,8509","4,7808","","0,05%"
"04 de set. de 2018","4,8184","4,8317","4,8445","4,7800","","-0,33%"
"03 de set. de 2018","4,8344","4,7029","4,8346","4,6976","","2,73%"
"31 de ago. de 2018","4,7058","4,8430","4,8682","4,7031","","-2,82%"
"30 de ago. de 2018","4,8425","4,8072","4,9094","4,7934","","0,70%"
"29 de ago. de 2018","4,8090","4,8404","4,8552","4,8018","","-0,54%"
"28 de ago. de 2018","4,8350","4,7648","4,8539","4,7567","","1,54%"
"27 de ago. de 2018","4,7617","4,7751","4,7851","4,7186","","-0,17%"
"24 de ago. de 2018","4,7697","4,7474","4,8053","4,7242","","0,48%"
"23 de ago. de 2018","4,7468","4,6862","4,7623","4,6630","","1,25%"
"22 de ago. de 2018","4,6881","4,6867","4,7520","4,6784","","0,09%"
"21 de ago. de 2018","4,6837","4,5587","4,6910","4,5542","","2,78%"
"20 de ago. de 2018","4,5570","4,4775","4,5612","4,4587","","1,86%"
"17 de ago. de 2018","4,4737","4,4455","4,5072","4,4375","","0,64%"
"16 de ago. de 2018","4,4452","4,4307","4,4760","4,4027","","0,32%"
"15 de ago. de 2018","4,4308","4,3862","4,4447","4,3721","","1,00%"
"14 de ago. de 2018","4,3871","4,4323","4,4405","4,3790","","-1,00%"
"13 de ago. de 2018","4,4313","4,3944","4,4770","4,3849","","0,61%"
"10 de ago. de 2018","4,4043","4,3816","4,4268","4,3467","","0,54%"
"09 de ago. de 2018","4,3807","4,3789","4,4192","4,3662","","0,02%"
"08 de ago. de 2018","4,3797","4,3507","4,3814","4,3353","","0,65%"
"07 de ago. de 2018","4,3514","4,3175","4,3759","4,2945","","0,80%"
"06 de ago. de 2018","4,3167","4,2896","4,3178","4,2591","","0,64%"
"03 de ago. de 2018","4,2893","4,3457","4,3553","4,2824","","-1,27%"
"02 de ago. de 2018","4,3444","4,3723","4,3945","4,3426","","-0,66%"
"01 de ago. de 2018","4,3731","4,3922","4,4075","4,3589","","-0,46%"
"31 de jul. de 2018","4,3932","4,3666","4,4063","4,3620","","0,63%"
"30 de jul. de 2018","4,3659","4,3308","4,3720","4,3179","","0,92%"
"27 de jul. de 2018","4,3259","4,3616","4,3680","4,3180","","-0,85%"
"26 de jul. de 2018","4,3628","4,3263","4,3665","4,3173","","0,85%"
"25 de jul. de 2018","4,3262","4,3794","4,3876","4,3225","","-1,23%"
"24 de jul. de 2018","4,3800","4,4234","4,4359","4,3642","","-0,96%"
"23 de jul. de 2018","4,4226","4,4200","4,4520","4,4046","","0,14%"
"20 de jul. de 2018","4,4162","4,4615","4,4722","4,3997","","-0,95%"
"19 de jul. de 2018","4,4586","4,4828","4,5171","4,4516","","-0,52%"
"18 de jul. de 2018","4,4820","4,4754","4,4960","4,4511","","0,13%"
"17 de jul. de 2018","4,4764","4,5216","4,5390","4,4755","","-0,98%"
"16 de jul. de 2018","4,5207","4,4962","4,5383","4,4911","","0,44%"
"13 de jul. de 2018","4,5010","4,5309","4,5404","4,4893","","-0,67%"
"12 de jul. de 2018","4,5315","4,5229","4,5553","4,4757","","0,18%"
"11 de jul. de 2018","4,5232","4,4814","4,5359","4,4653","","0,95%"
"10 de jul. de 2018","4,4806","4,5503","4,5553","4,4561","","-1,54%"
"09 de jul. de 2018","4,5508","4,5397","4,5580","4,5358","","0,29%"
"06 de jul. de 2018","4,5377","4,5972","4,6483","4,5324","","-1,31%"
"05 de jul. de 2018","4,5978","4,5620","4,6035","4,5488","","0,78%"
"04 de jul. de 2018","4,5621","4,5390","4,5677","4,5220","","0,42%"
"03 de jul. de 2018","4,5432","4,5529","4,5705","4,5140","","-0,24%"
"02 de jul. de 2018","4,5541","4,5175","4,5564","4,5061","","0,52%"
"29 de jun. de 2018","4,5304","4,4678","4,5337","4,4598","","1,50%"
"28 de jun. de 2018","4,4634","4,4601","4,4917","4,4351","","0,01%"
"27 de jun. de 2018","4,4629","4,4272","4,4813","4,4060","","0,79%"
"26 de jun. de 2018","4,4280","4,4191","4,4310","4,3905","","0,18%"
"25 de jun. de 2018","4,4202","4,4140","4,4324","4,3993","","0,15%"
"22 de jun. de 2018","4,4134","4,3728","4,4191","4,3513","","0,92%"
"21 de jun. de 2018","4,3733","4,3658","4,4165","4,3416","","0,21%"
"20 de jun. de 2018","4,3643","4,3406","4,3869","4,2935","","0,49%"
"19 de jun. de 2018","4,3429","4,3555","4,3703","4,3037","","-0,28%"
"18 de jun. de 2018","4,3552","4,3313","4,3701","4,3141","","0,59%"
"15 de jun. de 2018","4,3297","4,4032","4,4211","4,3121","","-1,67%"
"14 de jun. de 2018","4,4032","4,3867","4,4257","4,3022","","0,38%"
"13 de jun. de 2018","4,3864","4,3667","4,3913","4,3399","","0,44%"
"12 de jun. de 2018","4,3674","4,3716","4,3976","4,3262","","-0,09%"
"11 de jun. de 2018","4,3715","4,3653","4,3987","4,3355","","0,14%"
"08 de jun. de 2018","4,3652","4,6101","4,6101","4,3465","","-5,33%"
"07 de jun. de 2018","4,6108","4,5321","4,6848","4,5298","","1,77%"
"06 de jun. de 2018","4,5306","4,4596","4,5388","4,4566","","1,56%"
"05 de jun. de 2018","4,4608","4,3833","4,4727","4,3734","","1,77%"
"04 de jun. de 2018","4,3832","4,3898","4,4243","4,3548","","-0,12%"
"01 de jun. de 2018","4,3883","4,3530","4,3975","4,3385","","0,80%"
"31 de mai. de 2018","4,3535","4,3452","4,3671","4,3381","","0,23%"
"30 de mai. de 2018","4,3434","4,2989","4,3732","4,2813","","1,03%"
"29 de mai. de 2018","4,2992","4,3411","4,3585","4,2926","","-0,98%"
"28 de mai. de 2018","4,3416","4,2553","4,3547","4,2482","","2,02%"
"25 de mai. de 2018","4,2557","4,2778","4,2897","4,2504","","-0,50%"
"24 de mai. de 2018","4,2771","4,2428","4,2892","4,2405","","0,81%"
"23 de mai. de 2018","4,2427","4,2926","4,3076","4,2312","","-1,18%"
"22 de mai. de 2018","4,2932","4,3358","4,3513","4,2720","","-0,99%"
"21 de mai. de 2018","4,3360","4,3960","4,4032","4,3282","","-1,51%"
"18 de mai. de 2018","4,4023","4,3604","4,4415","4,3520","","0,97%"
"17 de mai. de 2018","4,3598","4,3407","4,3816","4,3024","","0,45%"
"16 de mai. de 2018","4,3404","4,3248","4,3639","4,2991","","0,35%"
"15 de mai. de 2018","4,3254","4,3221","4,3688","4,3040","","0,12%"
"14 de mai. de 2018","4,3203","4,3005","4,3592","4,2852","","0,48%"
"11 de mai. de 2018","4,2997","4,2293","4,3165","4,2230","","1,65%"
"10 de mai. de 2018","4,2301","4,2592","4,2755","4,2191","","-0,63%"
"09 de mai. de 2018","4,2571","4,2278","4,2817","4,2129","","0,69%"
"08 de mai. de 2018","4,2279","4,2337","4,2625","4,2128","","-0,15%"
"07 de mai. de 2018","4,2342","4,2198","4,2445","4,2015","","0,28%"
"04 de mai. de 2018","4,2223","4,2291","4,2484","4,2015","","-0,18%"
"03 de mai. de 2018","4,2298","4,2447","4,2655","4,2199","","-0,35%"
"02 de mai. de 2018","4,2448","4,2068","4,2531","4,2050","","0,90%"
"01 de mai. de 2018","4,2069","4,2356","4,2389","4,2021","","-0,69%"
"30 de abr. de 2018","4,2362","4,1902","4,2396","4,1729","","1,03%"
"27 de abr. de 2018","4,1931","4,2070","4,2127","4,1812","","-0,32%"
"26 de abr. de 2018","4,2064","4,2385","4,2722","4,2055","","-0,75%"
"25 de abr. de 2018","4,2382","4,2491","4,2819","4,2255","","-0,26%"
"24 de abr. de 2018","4,2493","4,2156","4,2611","4,1978","","0,80%"
"23 de abr. de 2018","4,2154","4,1948","4,2172","4,1730","","0,51%"
"20 de abr. de 2018","4,1939","4,1829","4,1998","4,1608","","0,25%"
"19 de abr. de 2018","4,1834","4,1836","4,2130","4,1777","","0,01%"
"18 de abr. de 2018","4,1828","4,2147","4,2257","4,1746","","-0,78%"
"17 de abr. de 2018","4,2158","4,2334","4,2453","4,1873","","-0,41%"
"16 de abr. de 2018","4,2332","4,2233","4,2538","4,2104","","0,22%"
"13 de abr. de 2018","4,2239","4,2068","4,2342","4,1847","","0,39%"
"12 de abr. de 2018","4,2075","4,1732","4,2171","4,1458","","0,82%"
"11 de abr. de 2018","4,1734","4,2137","4,2408","4,1714","","-0,91%"
"10 de abr. de 2018","4,2119","4,2138","4,2475","4,2014","","-0,05%"
"09 de abr. de 2018","4,2139","4,1354","4,2192","4,1300","","1,81%"
"06 de abr. de 2018","4,1391","4,0946","4,1528","4,0862","","1,10%"
"05 de abr. de 2018","4,0941","4,0885","4,0989","4,0410","","0,14%"
"04 de abr. de 2018","4,0882","4,1005","4,1392","4,0848","","-0,29%"
"03 de abr. de 2018","4,0999","4,0720","4,1035","4,0533","","0,65%"
"02 de abr. de 2018","4,0734","4,0738","4,0923","4,0693","","0,02%"
"30 de mar. de 2018","4,0727","4,0661","4,0755","4,0630","","0,15%"
"29 de mar. de 2018","4,0667","4,0867","4,1026","4,0515","","-0,49%"
"28 de mar. de 2018","4,0869","4,1287","4,1335","4,0865","","-0,93%"
"27 de mar. de 2018","4,1254","4,1205","4,1398","4,0993","","0,11%"
"26 de mar. de 2018","4,1208","4,0901","4,1265","4,0843","","0,71%"
"23 de mar. de 2018","4,0916","4,0788","4,1039","4,0638","","0,30%"
"22 de mar. de 2018","4,0793","4,0377","4,0814","4,0304","","1,03%"
"21 de mar. de 2018","4,0377","4,0550","4,0725","4,0163","","-0,41%"
